"nivel7"
"<http://dbpedia.org/ontology/OverseasDepartment>"
"<http://dbpedia.org/ontology/HistoricalDistrict>"
"<http://dbpedia.org/ontology/FormerMunicipality>"
"<http://dbpedia.org/ontology/HistoricalProvince>"
