"nivel6"
"<http://dbpedia.org/ontology/Deanery>"
"<http://dbpedia.org/ontology/Diocese>"
"<http://dbpedia.org/ontology/Parish>"
"<http://dbpedia.org/ontology/Arrondissement>"
"<http://dbpedia.org/ontology/Canton>"
"<http://dbpedia.org/ontology/Department>"
"<http://dbpedia.org/ontology/District>"
"<http://dbpedia.org/ontology/DistrictWaterBoard>"
"<http://dbpedia.org/ontology/MicroRegion>"
"<http://dbpedia.org/ontology/Municipality>"
"<http://dbpedia.org/ontology/Prefecture>"
"<http://dbpedia.org/ontology/Province>"
"<http://dbpedia.org/ontology/Regency>"
"<http://dbpedia.org/ontology/SubMunicipality>"
"<http://dbpedia.org/ontology/Fiefdom>"
"<http://dbpedia.org/ontology/RaceHorse>"
"<http://dbpedia.org/ontology/Guitarist>"
"<http://dbpedia.org/ontology/MotocycleRacer>"
"<http://dbpedia.org/ontology/SpeedwayRider>"
"<http://dbpedia.org/ontology/DTMRacer>"
"<http://dbpedia.org/ontology/FormulaOneRacer>"
"<http://dbpedia.org/ontology/NascarDriver>"
"<http://dbpedia.org/ontology/RallyDriver>"
